dataset,data_mode,noise_type,noise_rate,beta,noise_level,method,seed,macro_f1,fpr,fnr,err,tail_err,compression_ratio,runtime_sec,memory_mb
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Decoupling,2,0.8190003695750823,0.13333333333333333,0.03260869565217391,0.8776792665267028,0.8769261369518416,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Flash,2,0.8102324499126099,0.15555555555555556,0.010869565217391304,0.8878726609828108,0.8871822922058548,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,Argus,2,0.7976396688144122,0.13333333333333333,0.043478260869565216,0.8848146426459784,0.8841054456296509,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.2,,0.2,cleanlab,2,0.8275874817592195,0.06666666666666667,0.010869565217391304,0.871563229853038,0.8707724437994337,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Graph-CoLD,0,0.9778587236387748,0.0,0.0,0.942304416163696,0.9436275247867665,0.49343065693430654,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,CoLD,0,0.7735432734974382,0.17777777777777778,0.043478260869565216,0.6037904398299669,0.4890581107450821,0.644890510948905,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MCRe,0,0.7172858094739996,0.24444444444444444,0.043478260869565216,0.8791859422588837,0.8771317570961052,0.6788321167883211,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MORSE,0,0.6888715114129311,0.17777777777777778,0.043478260869565216,0.8822574860997595,0.8802555259834925,0.6788321167883211,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,FINE,0,0.7707678407005867,0.3111111111111111,0.05434782608695652,0.8750905504710492,0.8729667319129223,0.6788321167883211,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Co-Teaching++,0,0.740860970602054,0.2222222222222222,0.021739130434782608,0.8689474627892975,0.8667191941381481,0.6788321167883211,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Decoupling,0,0.7355317408517621,0.2,0.05434782608695652,0.8771382463649664,0.8750492445045136,0.6788321167883211,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Flash,0,0.7065084766234191,0.2,0.03260869565217391,0.8873767258345526,0.885461807462471,0.6788321167883211,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Argus,0,0.7144175392122626,0.2,0.043478260869565216,0.8843051819936767,0.8823380385750839,0.6788321167883211,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,cleanlab,0,0.7722534902445463,0.26666666666666666,0.03260869565217391,0.8709951586832148,0.8688017067297396,0.6788321167883211,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Graph-CoLD,1,0.9802371541501975,0.0,0.0,0.9425119539354524,0.943981476219594,0.5076642335766424,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,CoLD,1,0.7498415527827293,0.17777777777777778,0.021739130434782608,0.5959872925649705,0.47361186050885257,0.644890510948905,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MCRe,1,0.720573616652048,0.17777777777777778,0.03260869565217391,0.8783733368761661,0.8751387731592501,0.6788321167883211,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MORSE,1,0.7270882086347584,0.24444444444444444,0.06521739130434782,0.8814655401759247,0.8783132111297778,0.6788321167883211,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,FINE,1,0.7449049643405676,0.2,0.043478260869565216,0.8742503991431547,0.8709061891985467,0.6788321167883211,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Co-Teaching++,1,0.7665335642081925,0.26666666666666666,0.010869565217391304,0.868065992543638,0.8645573132574919,0.6788321167883211,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Decoupling,1,0.7283468944160528,0.24444444444444444,0.010869565217391304,0.8763118680096605,0.8730224811788986,0.6788321167883211,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Flash,1,0.7365427858751104,0.3111111111111111,0.043478260869565216,0.8866192123421889,0.8836039410806571,0.6788321167883211,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Argus,1,0.7332433834752851,0.26666666666666666,0.03260869565217391,0.8835270090424303,0.8804295031101295,0.6788321167883211,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,cleanlab,1,0.740632296382647,0.2,0.03260869565217391,0.8701274614101437,0.8666736052378438,0.6788321167883211,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Graph-CoLD,2,0.984045129825181,0.0,0.010869565217391304,0.9413299420058236,0.9419642667874508,0.5124087591240877,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,CoLD,2,0.7718406816298383,0.2222222222222222,0.03260869565217391,0.7463747799173,0.7010027455119956,0.644890510948905,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MCRe,2,0.7254583575582944,0.28888888888888886,0.0,0.8803022176880917,0.8799492663383393,0.6788321167883211,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,MORSE,2,0.7217522833877258,0.24444444444444444,0.03260869565217391,0.883345381645174,0.8830014036348218,0.6788321167883211,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,FINE,2,0.73628801171569,0.17777777777777778,0.03260869565217391,0.876244665745315,0.8758797499430284,0.6788321167883211,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Co-Teaching++,2,0.7663720367424071,0.24444444444444444,0.021739130434782608,0.8701583378311502,0.8697754753500626,0.6788321167883211,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Decoupling,2,0.7321722513138331,0.2222222222222222,0.03260869565217391,0.8782734417167035,0.8779145081406841,0.6788321167883211,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Flash,2,0.7158020636947839,0.24444444444444444,0.05434782608695652,0.8884173215736448,0.8880882991289603,0.6788321167883211,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,Argus,2,0.7303853181295762,0.2,0.05434782608695652,0.8853741576165624,0.8850361618324774,0.6788321167883211,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.4,,0.4,cleanlab,2,0.7289734107768163,0.15555555555555556,0.021739130434782608,0.8721871138025385,0.871810233547718,0.6788321167883211,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Graph-CoLD,0,0.9108834375501043,0.022222222222222223,0.010869565217391304,0.9423546326928778,0.943245939218877,0.5693430656934307,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,CoLD,0,0.6718256048806563,0.3333333333333333,0.010869565217391304,1.0,1.0,0.6934306569343065,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MCRe,0,0.6468137466310805,0.26666666666666666,0.05434782608695652,0.879483578171641,0.8773294330346892,0.7299270072992701,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MORSE,0,0.6403103162223602,0.37777777777777777,0.043478260869565216,0.8825475549977857,0.880448176262621,0.7299270072992701,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,FINE,0,0.6609560085647043,0.3111111111111111,0.043478260869565216,0.8753982757367815,0.8731711087307805,0.7299270072992701,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Co-Teaching++,0,0.6851062289421748,0.4,0.021739130434782608,0.869270322084492,0.866933622274917,0.7299270072992701,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Decoupling,0,0.625672003287784,0.2222222222222222,0.06521739130434782,0.8774409269542112,0.8752502708827348,0.7299270072992701,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Flash,0,0.6297621903828519,0.3333333333333333,0.043478260869565216,0.8876541830413602,0.8856460816425068,0.7299270072992701,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Argus,0,0.6455224235683009,0.3333333333333333,0.03260869565217391,0.8845902062152158,0.8825273384145755,0.7299270072992701,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,cleanlab,0,0.6575391918356064,0.2222222222222222,0.05434782608695652,0.8713129733019218,0.8690127844268716,0.7299270072992701,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Graph-CoLD,1,0.9125678844872019,0.022222222222222223,0.0,0.9422883077888726,0.9435796478296494,0.5740875912408759,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,CoLD,1,0.6633323398519294,0.26666666666666666,0.03260869565217391,1.0,1.0,0.6864963503649635,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MCRe,1,0.650262560561888,0.3111111111111111,0.05434782608695652,0.8797661905138205,0.8770291181109903,0.7226277372262774,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MORSE,1,0.6293400191173192,0.26666666666666666,0.05434782608695652,0.8828229822804183,0.8801554964641007,0.7226277372262774,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,FINE,1,0.6491114170646335,0.3111111111111111,0.021739130434782608,0.8756904681583567,0.8728606136401762,0.7226277372262774,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Co-Teaching++,1,0.6732482145140373,0.3333333333333333,0.043478260869565216,0.8695768846251614,0.8666078569339557,0.7226277372262774,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Decoupling,1,0.6294400244894683,0.24444444444444444,0.03260869565217391,0.8777283293360887,0.8749448658755832,0.7226277372262774,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Flash,1,0.6587641276574442,0.4,0.05434782608695652,0.887917635224748,0.885366127052618,0.7226277372262774,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Argus,1,0.6310006169076634,0.28888888888888886,0.03260869565217391,0.8848608434581502,0.8822397486995075,0.7226277372262774,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,cleanlab,1,0.6567842623492779,0.3111111111111111,0.010869565217391304,0.8716147458028932,0.8686921091693627,0.7226277372262774,0.07050000000000001,36.775
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Graph-CoLD,2,0.9274659473963727,0.044444444444444446,0.010869565217391304,0.9417036492590882,0.9426642128003844,0.5693430656934307,0.0637,34.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,CoLD,2,0.6610610812158937,0.24444444444444444,0.021739130434782608,1.0,1.0,0.6795620437956205,0.0693,36.295
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MCRe,2,0.6412711812711813,0.28888888888888886,0.010869565217391304,0.8816380485596873,0.8805858906313173,0.7153284671532847,0.07210000000000001,37.415
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,MORSE,2,0.66721975247664,0.4,0.07608695652173914,0.8846472507149492,0.8836218425644192,0.7153284671532847,0.0727,37.655
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,FINE,2,0.6504958917088379,0.26666666666666666,0.06521739130434782,0.8776257790193376,0.8765379547205144,0.7153284671532847,0.0713,37.095
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Co-Teaching++,2,0.6570799243101981,0.3111111111111111,0.05434782608695652,0.8716073747088133,0.8704660508543102,0.7153284671532847,0.07010000000000001,36.615
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Decoupling,2,0.6467317525898544,0.3111111111111111,0.03260869565217391,0.8796319137895123,0.8785619226759156,0.7153284671532847,0.07170000000000001,37.255
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Flash,2,0.6357811674780822,0.28888888888888886,0.07608695652173914,0.8896625876403863,0.8886817624529227,0.7153284671532847,0.0737,38.055
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,Argus,2,0.6596035470218476,0.35555555555555557,0.06521739130434782,0.8866533854851242,0.8856458105198207,0.7153284671532847,0.07310000000000001,37.815
cicids2017,synthetic_fallback,symmetric,0.6,,0.6,cleanlab,2,0.664139083126033,0.28888888888888886,0.021739130434782608,0.8736135094789881,0.8724900188097116,0.7153284671532847,0.07050000000000001,36.775
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Graph-CoLD,0,0.9778587236387748,0.0,0.0,0.9421568837444427,0.9432639621747809,0.44598540145985405,0.0637,34.055
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,CoLD,0,0.8989804972200618,0.08888888888888889,0.010869565217391304,0.411680301638201,0.33234672794344333,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,MCRe,0,0.8652787952787953,0.13333333333333333,0.0,0.8792335461552561,0.8773089397999209,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,MORSE,0,0.8751958680962872,0.17777777777777778,0.0,0.8823038797275801,0.8804282040422957,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,FINE,0,0.8822957486119382,0.17777777777777778,0.010869565217391304,0.8751397680588241,0.8731499208100877,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Co-Teaching++,0,0.9141079795222288,0.13333333333333333,0.03260869565217391,0.8689991009141762,0.8669113923253381,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Decoupling,0,0.8802179211803051,0.1111111111111111,0.043478260869565216,0.8771866571070401,0.8752294303050042,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Flash,0,0.8643326891864903,0.1111111111111111,0.03260869565217391,0.8874211023481202,0.8856269777795873,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Argus,0,0.8429921402934897,0.08888888888888889,0.010869565217391304,0.8843507687757961,0.8825077135372125,0.6715328467153284,0.07310000000000001,37.815
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,cleanlab,0,0.8983167656899789,0.13333333333333333,0.021739130434782608,0.8710459899623921,0.8689909018202543,0.6715328467153284,0.07050000000000001,36.775
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Graph-CoLD,1,0.9802371541501975,0.0,0.0,0.9423094361878404,0.9435551174561637,0.4602189781021898,0.0637,34.055
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,CoLD,1,0.9089826925166845,0.1111111111111111,0.021739130434782608,0.32509215284011517,0.15,0.637956204379562,0.0693,36.295
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,MCRe,1,0.855177818239631,0.06666666666666667,0.0,0.8785022691506639,0.8758030558138248,0.6715328467153284,0.07210000000000001,37.415
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,MORSE,1,0.8822179774528677,0.15555555555555556,0.010869565217391304,0.8815911945112402,0.8789606052422869,0.6715328467153284,0.0727,37.655
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,FINE,1,0.8899706306552226,0.17777777777777778,0.021739130434782608,0.8743837020032287,0.8715929899092085,0.6715328467153284,0.0713,37.095
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Co-Teaching++,1,0.8926991094893751,0.08888888888888889,0.0,0.8682058512820761,0.8652778910522845,0.6715328467153284,0.07010000000000001,36.615
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Decoupling,1,0.891620712862543,0.13333333333333333,0.010869565217391304,0.8764429855769462,0.8736980228615168,0.6715328467153284,0.07170000000000001,37.255
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Flash,1,0.8500817325240977,0.15555555555555556,0.043478260869565216,0.886739403445534,0.884223187623057,0.6715328467153284,0.0737,38.055
cicids2017,synthetic_fallback,asymmetric,0.1,,0.1,Argus,1,0.8703076165866864,0.15555555555555556,0.03260869565217391,0.8836504780849577,0.8810656381945948,0.6715328467153284,0.07310000000000001,37.815
